日期,指数代码,指数中文全称,指数中文简称,指数英文全称,指数英文简称,开盘,最高,最低,收盘,涨跌,涨跌幅,成交量,成交金额,样本数量,滚动市盈率
2012-11-26,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2445.04,2447.83,2422.52,2425.89,-23.37,-0.95,6715683900.0,551.56,2151.0,12.06
2012-11-27,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2418.26,2418.26,2371.87,2372.31,-53.58,-2.21,8840636700.0,673.12,2151.0,11.86
2012-11-28,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2362.85,2362.85,2332.31,2336.53,-35.78,-1.51,7710019700.0,587.07,2151.0,11.73
2012-11-29,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2335.8,2351.07,2317.09,2318.07,-18.46,-0.79,7457024100.0,564.57,2151.0,11.65
2012-11-30,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2316.4,2349.42,2311.79,2346.83,28.76,1.24,8391421700.0,616.82,2151.0,11.76
2012-12-03,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2344.2,2358.97,2302.91,2303.79,-43.04,-1.83,9042127000.0,696.61,2151.0,11.6
2012-12-04,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2298.03,2333.6,2284.83,2330.01,26.23,1.14,9357738100.0,715.91,2151.0,11.7
2012-12-05,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2325.71,2426.74,2322.8,2414.62,84.61,3.63,17389992900.0,1345.27,2151.0,12.07
2012-12-06,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2412.55,2425.86,2397.9,2411.41,-3.21,-0.13,11878636500.0,931.9,2151.0,12.05
2012-12-07,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2410.75,2465.31,2404.51,2461.65,50.24,2.08,17355286400.0,1336.15,2151.0,12.26
2012-12-10,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2467.85,2498.77,2462.13,2494.75,33.1,1.34,17683241800.0,1373.36,2151.0,12.4
2012-12-11,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2486.7,2500.37,2476.19,2479.56,-15.19,-0.61,14242716700.0,1122.74,2151.0,12.35
2012-12-12,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2477.67,2493.4,2462.33,2485.39,5.83,0.24,11910810900.0,938.75,2151.0,12.38
2012-12-13,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2478.68,2486.81,2455.12,2455.78,-29.61,-1.19,11184490700.0,867.37,2151.0,12.25
2012-12-14,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2456.09,2570.11,2456.09,2569.54,113.76,4.63,23905894700.0,1879.27,2151.0,12.77
2012-12-17,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2573.55,2592.83,2570.12,2583.26,13.72,0.53,21427956700.0,1783.17,2151.0,12.82
2012-12-18,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2577.88,2613.6,2562.84,2581.45,-1.82,-0.07,19249007400.0,1620.69,2151.0,12.82
2012-12-19,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2576.52,2601.81,2572.28,2587.89,6.45,0.25,14810526900.0,1280.04,2151.0,12.85
2012-12-20,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2579.29,2605.26,2560.25,2600.04,12.15,0.47,15267526400.0,1320.49,2151.0,12.89
2012-12-21,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2601.49,2631.31,2582.36,2591.21,-8.83,-0.34,16212712500.0,1446.9,2151.0,12.83
2012-12-24,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2586.6,2614.72,2585.1,2604.32,13.12,0.51,12693878800.0,1182.63,2151.0,12.88
2012-12-25,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2597.64,2681.8,2589.83,2672.23,67.91,2.61,22304806400.0,1921.84,2151.0,13.21
2012-12-26,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2670.27,2693.84,2667.94,2693.84,21.61,0.81,19386804300.0,1670.9,2151.0,13.28
2012-12-27,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2699.8,2713.8,2674.76,2675.29,-18.55,-0.69,19756785700.0,1702.98,2151.0,13.2
2012-12-28,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2676.04,2711.24,2670.78,2710.57,35.28,1.32,17263426800.0,1512.05,2151.0,13.37
2012-12-31,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2716.07,2749.85,2716.07,2749.85,39.28,1.45,19165177000.0,1730.73,2151.0,13.57
2013-01-04,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2775.42,2781.73,2719.25,2745.76,-4.09,-0.15,21722743800.0,1972.72,2290.0,13.69
2013-01-07,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2740.2,2768.49,2733.93,2766.23,20.47,0.75,19000889000.0,1723.38,2290.0,13.76
2013-01-08,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2765.71,2780.8,2739.21,2773.17,6.94,0.25,21069761900.0,1985.93,2290.0,13.76
2013-01-09,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2766.68,2789.25,2751.26,2775.96,2.79,0.1,21115895200.0,1965.28,2290.0,13.77
2013-01-10,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2774.93,2803.9,2766.75,2786.29,10.33,0.37,19897063100.0,1788.13,2290.0,13.79
2013-01-11,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2788.71,2793.6,2721.97,2729.87,-56.42,-2.02,21246631300.0,1926.67,2290.0,13.6
2013-01-14,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2721.79,2834.11,2721.45,2829.59,99.72,3.65,24358857700.0,2319.98,2290.0,14.05
2013-01-15,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2832.21,2872.71,2831.01,2862.97,33.38,1.18,28243578800.0,2673.43,2290.0,14.17
2013-01-16,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2858.79,2868.32,2806.75,2849.66,-13.31,-0.46,25845739500.0,2433.0,2290.0,14.09
2013-01-17,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2843.59,2849.03,2809.3,2820.92,-28.74,-1.01,19654704900.0,1864.12,2290.0,13.94
2013-01-18,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2833.0,2874.73,2820.25,2867.3,46.37,1.64,20921471900.0,1944.34,2290.0,14.15
2013-01-21,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2876.39,2887.05,2856.78,2886.81,19.51,0.68,22240587600.0,2069.69,2290.0,14.22
2013-01-22,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2885.42,2887.75,2837.15,2857.39,-29.42,-1.02,24210381100.0,2249.28,2290.0,14.1
2013-01-23,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2847.82,2871.28,2830.28,2866.98,9.6,0.34,19196968300.0,1758.91,2290.0,14.13
2013-01-24,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2865.97,2912.85,2803.92,2824.58,-42.41,-1.48,25578506500.0,2371.92,2290.0,13.97
2013-01-25,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2821.3,2834.96,2809.88,2815.89,-8.69,-0.31,14951888000.0,1431.47,2290.0,13.91
2013-01-28,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2819.16,2897.07,2819.16,2896.96,81.07,2.88,20041430500.0,1982.92,2290.0,14.26
2013-01-29,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2900.2,2931.92,2892.68,2923.65,26.69,0.92,22422892300.0,2204.14,2290.0,14.35
2013-01-30,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2925.87,2936.27,2905.87,2935.02,11.37,0.39,23356610100.0,2167.81,2290.0,14.47
2013-01-31,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2935.11,2939.11,2911.11,2926.96,-8.06,-0.27,21646217000.0,1999.0,2290.0,14.45
2013-02-01,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2918.23,2971.6,2913.42,2971.19,44.23,1.51,22025535600.0,2137.62,2290.0,14.65
2013-02-04,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2980.29,2991.46,2949.71,2965.34,-5.85,-0.2,25871209600.0,2538.22,2290.0,14.65
2013-02-05,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2946.31,2996.06,2943.74,2992.21,26.86,0.91,22738109700.0,2100.41,2290.0,14.72
2013-02-06,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2992.56,3012.52,2989.85,3002.05,9.85,0.33,18206588700.0,1795.19,2290.0,14.75
2013-02-07,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2998.35,3004.8,2962.5,2996.61,-5.44,-0.18,18249784300.0,1826.92,2290.0,14.71
2013-02-08,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2993.06,3037.1,2992.27,3021.59,24.98,0.83,17241383800.0,1740.32,2290.0,14.83
2013-02-18,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3034.94,3039.38,2996.22,3008.44,-13.16,-0.44,19129285900.0,1885.1,2290.0,14.78
2013-02-19,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3005.95,3011.08,2942.48,2954.18,-54.25,-1.8,20076649300.0,1904.25,2290.0,14.52
2013-02-20,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2952.98,2989.78,2942.97,2989.72,35.54,1.2,18471194600.0,1815.21,2290.0,14.67
2013-02-21,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2965.54,2965.54,2880.79,2906.31,-83.41,-2.79,23602046800.0,2303.65,2290.0,14.27
2013-02-22,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2902.08,2920.86,2889.15,2894.49,-11.82,-0.41,16126911200.0,1636.71,2290.0,14.21
2013-02-25,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2901.96,2924.71,2895.13,2913.19,18.7,0.65,14952173300.0,1495.81,2290.0,14.3
2013-02-26,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2897.19,2933.75,2870.2,2872.45,-40.74,-1.4,19449289300.0,1960.23,2290.0,14.11
2013-02-27,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2879.19,2913.5,2864.48,2890.58,18.13,0.63,16266416600.0,1626.86,2290.0,14.2
2013-02-28,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2904.12,2965.45,2889.19,2965.17,74.59,2.58,20491750800.0,2050.49,2290.0,14.52
2013-03-01,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2963.92,2979.71,2935.61,2978.12,12.95,0.44,20486466800.0,2101.77,2290.0,14.56
2013-03-04,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2935.86,2935.86,2838.68,2857.58,-120.54,-4.05,27106411800.0,2612.42,2290.0,14.02
2013-03-05,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2857.66,2934.81,2850.75,2934.54,76.97,2.69,21539881900.0,2117.68,2290.0,14.36
2013-03-06,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2944.77,2977.68,2936.67,2972.8,38.26,1.3,24751699000.0,2410.58,2290.0,14.51
2013-03-07,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2964.52,2977.88,2910.11,2938.91,-33.89,-1.14,24107209800.0,2377.49,2290.0,14.36
2013-03-08,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2940.63,2952.48,2913.89,2918.76,-20.15,-0.69,16592019900.0,1644.81,2290.0,14.28
2013-03-11,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2912.86,2927.38,2890.42,2909.62,-9.14,-0.31,14058422600.0,1350.4,2290.0,14.24
2013-03-12,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2907.78,2932.22,2823.55,2854.86,-54.76,-1.88,19409507700.0,1835.95,2290.0,14.04
2013-03-13,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2849.11,2851.92,2806.03,2826.4,-28.46,-1.0,14683684600.0,1372.37,2290.0,13.9
2013-03-14,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2817.63,2848.48,2815.06,2835.13,8.74,0.31,12628800700.0,1217.87,2290.0,13.94
2013-03-15,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2834.74,2893.92,2804.92,2840.83,5.7,0.2,17885624700.0,1739.33,2290.0,14.0
2013-03-18,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2828.47,2845.26,2800.17,2802.65,-38.18,-1.34,14685005200.0,1441.51,2290.0,13.79
2013-03-19,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2804.69,2819.99,2778.93,2819.67,17.02,0.61,14044683000.0,1343.01,2290.0,13.87
2013-03-20,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2820.52,2904.72,2819.84,2904.72,85.04,3.02,19993364800.0,1902.04,2290.0,14.25
2013-03-21,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2905.59,2932.02,2901.66,2921.36,16.64,0.57,19192704300.0,1867.13,2290.0,14.31
2013-03-22,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2918.05,2933.78,2908.58,2927.39,6.04,0.21,16386627500.0,1543.58,2290.0,14.34
2013-03-25,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2934.28,2945.91,2912.49,2923.44,-3.96,-0.14,15834886600.0,1532.69,2290.0,14.32
2013-03-26,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2912.27,2915.74,2864.65,2890.98,-32.46,-1.11,16439705000.0,1594.02,2290.0,14.17
2013-03-27,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2890.61,2925.7,2880.55,2899.8,8.83,0.31,15303695100.0,1508.37,2290.0,14.2
2013-03-28,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2860.96,2860.96,2807.97,2810.36,-89.44,-3.08,19318521700.0,1808.72,2290.0,13.8
2013-03-29,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2812.28,2823.34,2794.8,2807.68,-2.68,-0.1,13298487100.0,1273.16,2290.0,13.8
2013-04-01,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2801.66,2828.45,2799.68,2814.73,7.05,0.25,12870661600.0,1243.07,2290.0,13.84
2013-04-02,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2816.11,2844.44,2785.81,2793.55,-21.18,-0.75,15019807200.0,1460.23,2290.0,13.74
2013-04-03,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2798.46,2807.79,2770.04,2780.52,-13.03,-0.47,13610186800.0,1276.95,2290.0,13.7
2013-04-08,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2740.23,2779.33,2717.77,2778.87,-1.65,-0.06,14358572800.0,1381.03,2290.0,13.67
2013-04-09,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2781.68,2812.09,2781.68,2800.91,22.05,0.79,13644017400.0,1327.39,2290.0,13.76
2013-04-10,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2799.07,2807.1,2772.33,2794.06,-6.85,-0.24,13152705200.0,1305.05,2290.0,13.74
2013-04-11,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2806.92,2813.81,2783.55,2785.08,-8.99,-0.32,12075005100.0,1129.29,2290.0,13.7
2013-04-12,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2782.26,2795.87,2762.96,2765.45,-19.63,-0.7,11205010200.0,1054.32,2290.0,13.61
2013-04-15,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2756.38,2760.22,2725.95,2733.45,-32.0,-1.16,11541842900.0,1048.29,2290.0,13.46
2013-04-16,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2711.81,2760.43,2707.53,2759.7,26.26,0.96,12551417400.0,1160.75,2290.0,13.55
2013-04-17,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2758.21,2771.64,2743.23,2770.14,10.43,0.38,11393719800.0,1130.58,2290.0,13.59
2013-04-18,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2752.99,2788.55,2745.35,2777.63,7.49,0.27,11842912500.0,1186.32,2290.0,13.63
2013-04-19,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2781.02,2853.12,2780.97,2845.67,68.04,2.45,17822072600.0,1741.77,2290.0,13.91
2013-04-22,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2834.97,2852.05,2833.43,2851.75,6.08,0.21,16694974300.0,1639.44,2290.0,13.92
2013-04-23,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2852.07,2852.07,2764.37,2766.06,-85.69,-3.0,16550760100.0,1609.59,2290.0,13.55
2013-04-24,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2768.0,2831.52,2762.57,2820.86,54.8,1.98,16265220700.0,1618.17,2290.0,13.79
2013-04-25,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2812.21,2830.14,2781.4,2783.02,-37.84,-1.34,17326854500.0,1740.39,2290.0,13.64
2013-04-26,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2787.67,2797.19,2742.48,2747.91,-35.11,-1.26,13322516600.0,1297.67,2289.0,13.47
2013-05-02,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2735.54,2759.76,2725.96,2756.81,8.9,0.32,11392261900.0,1138.21,2289.0,13.02
2013-05-03,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2764.31,2828.66,2764.31,2807.88,51.07,1.85,15330851500.0,1533.99,2289.0,13.21
2013-05-06,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2816.73,2856.83,2816.73,2850.85,42.97,1.53,16516264500.0,1677.67,2289.0,13.3
2013-05-07,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2845.34,2864.7,2833.07,2856.48,5.63,0.2,15401344700.0,1585.25,2289.0,13.32
2013-05-08,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2865.45,2883.51,2856.49,2876.9,20.43,0.72,16527270200.0,1678.58,2289.0,13.41
2013-05-09,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2875.66,2878.04,2844.57,2869.45,-7.45,-0.26,18205061000.0,1911.09,2289.0,13.36
2013-05-10,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2862.12,2887.73,2856.72,2885.84,16.39,0.57,16491103300.0,1704.61,2289.0,13.42
2013-05-13,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2887.15,2891.98,2867.18,2885.67,-0.17,-0.01,15929144000.0,1620.97,2289.0,13.4
2013-05-14,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2880.99,2880.99,2831.34,2847.5,-38.16,-1.32,15380502800.0,1563.8,2289.0,13.22
2013-05-15,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2847.64,2873.6,2846.23,2873.6,26.1,0.92,14074370800.0,1479.2,2289.0,13.31
2013-05-16,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2868.51,2914.9,2855.95,2913.58,39.98,1.39,20551435200.0,2152.46,2289.0,13.46
2013-05-17,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2910.59,2962.21,2909.05,2956.85,43.27,1.49,22505256200.0,2218.93,2289.0,13.66
2013-05-20,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2962.76,2995.43,2955.49,2987.07,30.22,1.02,25138116400.0,2634.15,2289.0,13.77
2013-05-21,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2984.27,3007.96,2975.32,3007.96,20.9,0.7,23684207500.0,2444.95,2289.0,13.85
2013-05-22,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3005.03,3018.96,2982.22,2996.78,-11.19,-0.37,23633594500.0,2411.81,2289.0,13.75
2013-05-23,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2983.05,3010.66,2960.0,2965.26,-31.52,-1.05,22881912900.0,2229.47,2289.0,13.62
2013-05-24,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2970.63,2995.76,2961.27,2994.76,29.51,1.0,18740363600.0,1913.92,2289.0,13.73
2013-05-27,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2993.16,3014.51,2990.93,3009.88,15.12,0.5,20281088800.0,2122.03,2289.0,13.78
2013-05-28,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3010.07,3035.99,2981.55,3035.99,26.11,0.87,23313382500.0,2357.91,2289.0,13.88
2013-05-29,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3039.16,3055.54,3037.21,3044.28,8.29,0.27,22121139100.0,2213.73,2289.0,13.91
2013-05-30,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3034.42,3049.2,3026.95,3042.46,-1.82,-0.06,20562594900.0,2088.33,2289.0,13.88
2013-05-31,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3045.75,3053.48,3016.04,3017.23,-25.23,-0.83,19974054500.0,2067.31,2289.0,13.76
2013-06-03,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3015.32,3032.37,2997.07,3004.29,-12.93,-0.43,18148580500.0,1904.68,2289.0,13.71
2013-06-04,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3001.18,3001.18,2937.24,2953.44,-50.85,-1.69,18917387000.0,1872.0,2289.0,13.51
2013-06-05,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2951.43,2964.27,2934.47,2956.44,3.0,0.1,13785163000.0,1419.04,2289.0,13.53
2013-06-06,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2946.99,2950.81,2911.62,2913.96,-42.48,-1.44,14983224800.0,1509.94,2289.0,13.34
2013-06-07,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2913.46,2927.17,2853.58,2865.33,-48.63,-1.67,16291241100.0,1618.45,2289.0,13.12
2013-06-13,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2828.31,2828.31,2737.18,2777.61,-87.72,-3.06,16379953900.0,1534.03,2289.0,12.74
2013-06-14,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2782.11,2817.35,2781.42,2813.83,36.22,1.3,14431165800.0,1465.11,2289.0,12.88
2013-06-17,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2820.27,2829.94,2795.28,2810.44,-3.39,-0.12,14457263600.0,1536.87,2289.0,12.85
2013-06-18,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2816.54,2827.85,2790.73,2823.22,12.78,0.45,13211803900.0,1359.9,2289.0,12.86
2013-06-19,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2810.82,2810.82,2763.37,2805.03,-18.18,-0.64,13968580100.0,1396.92,2289.0,12.65
2013-06-20,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2788.95,2788.95,2712.87,2713.98,-91.06,-3.25,14040701500.0,1388.44,2289.0,12.21
2013-06-21,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2668.17,2720.26,2642.69,2704.65,-9.32,-0.34,14283211300.0,1355.57,2289.0,12.15
2013-06-24,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2696.26,2696.26,2523.47,2537.95,-166.7,-6.16,18926267500.0,1690.51,2289.0,11.47
2013-06-25,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2510.5,2537.07,2357.43,2530.91,-7.04,-0.28,23666232200.0,2015.92,2289.0,11.45
2013-06-26,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2533.92,2558.42,2503.26,2558.25,27.34,1.08,18503037100.0,1725.47,2289.0,11.51
2013-06-27,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2563.34,2597.32,2532.08,2534.05,-24.2,-0.95,19267239700.0,1788.35,2289.0,11.45
2013-06-28,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2519.03,2595.43,2500.84,2557.2,23.15,0.91,17383610300.0,1525.25,2289.0,11.57
2013-07-01,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2545.8,2591.28,2531.45,2590.97,33.77,1.32,14431849600.0,1376.67,2344.0,12.26
2013-07-02,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2590.36,2619.08,2578.04,2617.4,26.43,1.02,16544474300.0,1679.45,2344.0,12.38
2013-07-03,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2606.27,2613.69,2558.6,2607.74,-9.66,-0.37,17580236500.0,1732.44,2344.0,12.19
2013-07-04,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2590.7,2654.39,2577.37,2626.45,18.71,0.72,19009505200.0,1833.72,2344.0,12.25
2013-07-05,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2630.09,2656.89,2619.42,2620.47,-5.97,-0.23,17139182200.0,1639.73,2344.0,12.22
2013-07-08,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2582.61,2589.28,2534.36,2535.79,-84.68,-3.23,15668428300.0,1440.77,2344.0,11.88
2013-07-09,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2531.17,2549.38,2518.68,2543.03,7.24,0.29,11882096100.0,1127.43,2344.0,11.92
2013-07-10,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2543.02,2615.2,2539.06,2615.2,72.16,2.84,16517254100.0,1532.1,2344.0,12.19
2013-07-11,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2620.61,2734.5,2620.61,2710.37,95.17,3.64,27289936100.0,2461.71,2344.0,12.57
2013-07-12,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2704.57,2727.22,2670.45,2671.82,-38.55,-1.42,21558816600.0,2081.1,2344.0,12.41
2013-07-15,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2683.04,2734.08,2676.61,2719.19,47.37,1.77,19403101700.0,1959.4,2343.0,12.58
2013-07-16,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2716.1,2739.98,2696.23,2739.98,20.79,0.76,19150785900.0,1906.73,2343.0,12.65
2013-07-17,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2733.31,2750.49,2694.41,2700.01,-39.97,-1.46,19768241700.0,1947.94,2343.0,12.5
2013-07-18,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2690.0,2701.7,2660.53,2675.37,-24.64,-0.91,17727423800.0,1725.35,2343.0,12.39
2013-07-19,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2676.55,2693.04,2612.95,2613.58,-61.79,-2.31,20479427600.0,2014.78,2343.0,12.18
2013-07-22,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2593.09,2646.52,2581.67,2645.86,32.29,1.24,16177016800.0,1606.69,2343.0,12.3
2013-07-23,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2654.72,2720.03,2653.34,2716.08,70.22,2.65,21312189400.0,2121.92,2343.0,12.58
2013-07-24,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2705.57,2722.86,2672.48,2715.14,-0.94,-0.03,21337184300.0,2200.14,2343.0,12.53
2013-07-25,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2718.36,2729.66,2672.89,2681.4,-33.74,-1.24,20117041300.0,2047.72,2343.0,12.39
