data_role,hypothesis_id,decision_clock,year,mean_in,mean_out,lift,aligned_with_expected_direction
consumed_repeat_comparison_no_retune,H_INDEX_DOWN,14:45,2022,0.0419103262074,-0.0105335565549,0.0524438827622,False
consumed_repeat_comparison_no_retune,H_INDEX_DOWN,14:45,2024,0.0443120074246,-0.00408967328884,0.0484016807134,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_UP,14:30,2019,0.00156412394405,0.00300463713538,-0.00144051319133,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_UP,14:30,2020,0.00962679639621,-0.00281192588764,0.0124387222838,True
consumed_repeat_comparison_no_retune,H_INDUSTRY_UP,14:30,2021,-0.00662340580869,-0.00482752843051,-0.00179587737818,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_UP,14:30,2022,0.0275128608134,0.00186997077466,0.0256428900388,True
consumed_repeat_comparison_no_retune,H_INDUSTRY_UP,14:30,2023,0.00216525316305,0.00139253338747,0.000772719775583,True
consumed_repeat_comparison_no_retune,H_INDUSTRY_UP,14:30,2024,0.000439537965149,-0.00248995817873,0.00292949614388,True
consumed_repeat_comparison_no_retune,H_INDUSTRY_UP,14:45,2019,-0.00165623224671,0.00255353233096,-0.00420976457767,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_UP,14:45,2020,0.00846938613013,-0.00293932739959,0.0114087135297,True
consumed_repeat_comparison_no_retune,H_INDUSTRY_UP,14:45,2021,-0.00684677559574,-0.00668713753859,-0.000159638057149,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_UP,14:45,2022,0.0204325280591,0.000437369461832,0.0199951585973,True
consumed_repeat_comparison_no_retune,H_INDUSTRY_UP,14:45,2023,0.00100769469477,-5.7676779391e-05,0.00106537147416,True
consumed_repeat_comparison_no_retune,H_INDUSTRY_UP,14:45,2024,0.000538731148248,-0.00258185315535,0.00312058430359,True
consumed_repeat_comparison_no_retune,H_INDUSTRY_SIDEWAYS,14:30,2018,-0.00278791744388,0.000270582340509,-0.00305849978439,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_SIDEWAYS,14:30,2019,0.00300463713538,0.00156412394405,0.00144051319133,True
consumed_repeat_comparison_no_retune,H_INDUSTRY_SIDEWAYS,14:30,2020,-0.00281192588764,0.00962679639621,-0.0124387222838,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_SIDEWAYS,14:30,2021,-0.00482752843051,-0.00662340580869,0.00179587737818,True
consumed_repeat_comparison_no_retune,H_INDUSTRY_SIDEWAYS,14:30,2022,0.000442320987793,0.0147005501482,-0.0142582291604,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_SIDEWAYS,14:30,2023,0.00139253338747,0.00216525316305,-0.000772719775583,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_SIDEWAYS,14:30,2024,-0.00336495938096,0.00111154414256,-0.00447650352352,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_SIDEWAYS,14:45,2018,-0.00295153503503,-0.000166401736723,-0.00278513329831,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_SIDEWAYS,14:45,2019,0.00255353233096,-0.00165623224671,0.00420976457767,True
consumed_repeat_comparison_no_retune,H_INDUSTRY_SIDEWAYS,14:45,2020,-0.00293932739959,0.00846938613013,-0.0114087135297,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_SIDEWAYS,14:45,2021,-0.00668713753859,-0.00684677559574,0.000159638057149,True
consumed_repeat_comparison_no_retune,H_INDUSTRY_SIDEWAYS,14:45,2022,-0.00135241815969,0.0124717851922,-0.0138242033518,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_SIDEWAYS,14:45,2023,-5.7676779391e-05,0.00100769469477,-0.00106537147416,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_SIDEWAYS,14:45,2024,-0.00318318727044,0.000262343957794,-0.00344553122823,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_DOWN,14:30,2018,0.000270582340509,-0.00278791744388,0.00305849978439,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_DOWN,14:30,2022,0.00829439481556,0.00314937497036,0.0051450198452,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_DOWN,14:30,2024,0.00144754723127,-0.00298450964634,0.00443205687761,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_DOWN,14:45,2018,-0.000166401736723,-0.00295153503503,0.00278513329831,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_DOWN,14:45,2022,0.00849141375867,0.00082607646219,0.00766533729648,False
consumed_repeat_comparison_no_retune,H_INDUSTRY_DOWN,14:45,2024,0.000124150362567,-0.00281099542857,0.00293514579114,False
